Date,Year,IBM,AAPL,MSFT,XRX,AMZN,DELL,GOOGL,ADBE,^GSPC,^IXIC
01/12/07,2007,65.52474213,6.048642159,26.26405907,28.47620201,4.631999969,,346.0860901,42.72999954,1468.359985,2652.280029
01/01/08,2008,64.9246521,4.133399963,24.05080032,27.21040916,3.88499999,,282.4324341,34.93000031,1378.550049,2389.860107
01/02/08,2008,69.01613617,3.817654133,20.06693077,25.92307854,3.223500013,,235.8258209,33.65000153,1330.630005,2271.47998
06/02/08,2008,,,,,,,,,,
01/03/08,2008,70.05885315,4.381966591,21.01883316,26.39921188,3.565000057,,220.4554596,35.59000015,1322.699951,2279.100098
01/04/08,2008,73.44194031,5.311798573,21.12252045,24.70656776,3.931499958,,287.4324341,37.29000092,1385.589966,2412.800049
01/05/08,2008,78.7538681,5.763737202,20.97438812,24.01683426,4.080999851,,293.1932068,44.06000137,1400.380005,2522.659912
07/05/08,2008,,,,,,,,,,
01/06/08,2008,72.41636658,5.113008022,20.44949913,23.98145676,3.666500092,,263.4734802,39.38999939,1280,2292.97998
01/07/08,2008,78.189888,4.853753567,19.1189003,24.19791412,3.816999912,,237.1121063,41.34999847,1267.380005,2325.550049
01/08/08,2008,74.37141418,5.176827908,20.28595924,24.71237946,4.040500164,,231.8768768,42.83000183,1282.829956,2367.52002
06/08/08,2008,,,,,,,,,,
01/09/08,2008,71.73551178,3.470762014,19.91908073,20.45468712,3.638000011,,200.4604645,39.47000122,1166.359985,2091.879883
01/10/08,2008,57.02163315,3.285405636,16.6651535,14.27850628,2.861999989,,179.8598633,26.63999939,968.75,1720.949951
01/11/08,2008,50.04803467,2.829804182,15.09043121,12.4447298,2.13499999,,146.6266327,23.15999985,896.2399902,1535.569946
06/11/08,2008,,,,,,,,,,
01/12/08,2008,51.90673828,2.606277466,14.60659504,14.1894846,2.563999891,,153.9789734,21.29000092,903.25,1577.030029
01/01/09,2009,56.52627945,2.752242565,12.84839821,11.88816547,2.940999985,,169.434433,19.30999947,825.8800049,1476.420044
01/02/09,2009,56.76066589,2.727201939,12.13459587,9.274202347,3.239500046,,169.1641693,16.70000076,735.0900269,1377.839966
06/02/09,2009,,,,,,,,,,
01/03/09,2009,60.08320999,3.209982395,13.89727974,8.146258354,3.671999931,,174.2042084,21.38999939,797.8699951,1528.589966
01/04/09,2009,64.00231171,3.842389345,15.32709026,11.02857113,4.026000023,,198.1831818,27.35000038,872.8099976,1717.300049
01/05/09,2009,65.90607452,4.14714098,15.80370426,12.27401924,3.899499893,,208.823822,28.18000031,919.1400146,1774.329956
06/05/09,2009,,,,,,,,,,
01/06/09,2009,65.09091187,4.349293232,18.09667969,11.69642448,4.183000088,,211.006012,28.29999924,919.3200073,1835.040039
01/07/09,2009,73.5124588,4.989336014,17.906353,14.8791914,4.288000107,,221.7467499,32.41999817,987.4799805,1978.5
01/08/09,2009,73.58724976,5.136520386,18.76664543,15.71489811,4.059500217,,231.0660706,31.42000008,1020.619995,2009.060059
06/08/09,2009,,,,,,,,,,
01/09/09,2009,74.90744019,5.659914017,19.6913662,14.06164742,4.668000221,,248.173172,33.04000092,1057.079956,2122.419922
01/10/09,2009,75.53370667,5.756102562,21.23022842,13.7274065,5.940499783,,268.3283386,32.93999863,1036.189941,2045.109985
01/11/09,2009,79.128479,6.104524136,22.51645279,14.0559864,6.795499802,,291.7917786,35.08000183,1095.630005,2144.600098
06/11/09,2009,,,,,,,,,,
01/12/09,2009,82.34589386,6.434925556,23.438797,15.44332981,6.725999832,,310.300293,36.77999878,1115.099976,2269.149902
01/01/10,2010,76.99246216,5.864812374,21.67012024,15.99907589,6.270500183,,265.2352295,32.29999924,1073.869995,2147.350098
01/02/10,2010,79.99315643,6.248349667,22.04693031,17.19167137,5.920000076,,263.6636658,34.65000153,1104.48999,2238.26001
08/02/10,2010,,,,,,,,,,
01/03/10,2010,81.03967285,7.176041126,22.62902641,17.88887596,6.788499832,,283.8438416,35.36999893,1169.430054,2397.959961
01/04/10,2010,81.51359558,7.97274065,23.59475899,20.08789635,6.855000019,,263.1130981,33.59999847,1186.689941,2461.189941
01/05/10,2010,79.15036774,7.844177246,19.93270683,17.15763855,6.272999763,,243.0580597,32.08000183,1089.410034,2257.040039
06/05/10,2010,,,,,,,,,,
01/06/10,2010,78.42550659,7.680809021,17.85741234,14.81712914,5.462999821,,222.6976929,26.43000031,1030.709961,2109.23999
01/07/10,2010,81.55033875,7.855478764,20.03040886,18.03885078,5.894499779,,242.6676636,28.71999931,1101.599976,2254.699951
01/08/10,2010,78.20323944,7.42338562,18.21440125,15.64971924,6.241499901,,225.2352295,27.70000076,1049.329956,2114.030029
06/08/10,2010,,,,,,,,,,
01/09/10,2010,85.61814117,8.664690971,19.10737419,19.16858864,7.853000164,,263.1581726,26.14999962,1141.199951,2368.620117
01/10/10,2010,91.65619659,9.190831184,20.80824471,21.75794983,8.261500359,,307.1571655,28.14999962,1183.26001,2507.409912
01/11/10,2010,90.2902832,9.50138855,19.70814323,21.31163406,8.770000458,,278.1331482,27.79999924,1180.550049,2498.22998
08/11/10,2010,,,,,,,,,,
01/12/10,2010,94.08943176,9.849805832,21.90949631,21.42320633,9,,297.2822876,30.78000069,1257.640015,2652.870117
01/01/11,2011,103.8599854,10.36159706,21.76820183,19.82313156,8.482000351,,300.4804688,33.04999924,1286.119995,2700.080078
01/02/11,2011,103.78302,10.78574562,20.86545372,20.06579208,8.664500237,,307.007019,34.5,1327.219971,2782.27002
08/02/11,2011,,,,,,,,,,
01/03/11,2011,104.9598465,10.64222527,20.04909325,19.8791275,9.006500244,,293.6736755,33.15999985,1325.829956,2781.070068
01/04/11,2011,109.7936859,10.69169331,20.4676075,18.91026688,9.790499687,,272.3223267,33.54999924,1363.609985,2873.540039
01/05/11,2011,108.7316513,10.62146187,19.74902916,19.13516808,9.834500313,,264.7747803,34.63000107,1345.199951,2835.300049
06/05/11,2011,,,,,,,,,,
01/06/11,2011,110.9117966,10.25013542,20.66534805,19.51000023,10.2244997,,253.4434357,31.45000076,1320.640015,2773.52002
01/07/11,2011,117.5710449,11.9238348,21.77809525,17.56210518,11.1260004,,302.1471558,27.70999908,1292.280029,2756.379883
01/08/11,2011,111.1445465,11.75130844,21.14224434,15.62331295,10.76150036,,270.7507629,25.23999977,1218.890015,2579.459961
08/08/11,2011,,,,,,,,,,
01/09/11,2011,113.5506134,11.64412498,19.90796661,13.11981583,10.8114996,,257.777771,24.17000008,1131.420044,2415.399902
01/10/11,2011,119.8881912,12.36050415,21.29968071,15.48539352,10.67549992,,296.6166077,29.40999985,1253.300049,2684.409912
01/11/11,2011,122.0764542,11.67099476,20.4598484,15.42860222,9.614500046,,299.9949951,27.42000008,1246.959961,2620.340088
08/11/11,2011,,,,,,,,,,
01/12/11,2011,119.8811722,12.36722565,20.92014503,15.06891441,8.654999733,,323.2732849,28.27000046,1257.599976,2605.149902
01/01/12,2012,125.5662308,13.93923473,23.79706383,14.74909115,9.722000122,,290.3453369,30.95000076,1312.410034,2813.840088
01/02/12,2012,128.2587585,16.56413651,25.57801628,15.6625824,8.984499931,,309.4344482,32.88999939,1365.680054,2966.889893
08/02/12,2012,,,,,,,,,,
01/03/12,2012,136.5597382,18.30807495,26.16820717,15.37711716,10.12549973,,320.9409485,34.31000137,1408.469971,3091.570068
01/04/12,2012,135.5322113,17.83262062,25.97353172,14.88264751,11.59500027,,302.7277222,33.54999924,1397.910034,3046.360107
01/05/12,2012,126.251503,17.64176369,23.67792892,13.81139469,10.64550018,,290.7207336,31.04999924,1310.329956,2827.340088
08/05/12,2012,,,,,,,,,,
01/06/12,2012,128.5418243,17.83323097,24.9763813,15.05480862,11.41749954,,290.3253174,32.36999893,1362.160034,2935.050049
01/07/12,2012,128.8046722,18.65038109,24.06191635,13.33217812,11.66499996,,316.8017883,30.87999916,1379.319946,2939.52002
01/08/12,2012,128.0619965,20.31400871,25.16418457,14.17866993,12.41349983,,342.8878784,31.27000046,1406.579956,3066.959961
08/08/12,2012,,,,,,,,,,
01/09/12,2012,136.9253235,20.45826912,24.45966721,14.12094975,12.7159996,,377.6276245,32.43999863,1440.670044,3116.22998
01/10/12,2012,128.3975677,18.25694847,23.45695877,12.46271038,11.64449978,,340.4904785,34.02999878,1412.160034,2977.22998
01/11/12,2012,125.4538193,17.949049,21.87891006,13.17873669,12.60249996,,349.5345459,34.61000061,1416.180054,3010.23999
07/11/12,2012,,,,,,,,,,
01/12/12,2012,126.9839478,16.39484406,22.13326645,13.19808578,12.54349995,,354.0440369,37.68000031,1426.189941,3019.51001
01/01/13,2013,134.6208954,14.03252125,22.74647522,15.59818554,13.27499962,,378.2232361,37.83000183,1498.109985,3142.129883
01/02/13,2013,133.1359406,13.59844589,23.03650093,15.79291821,13.21350002,,401.0010071,39.31000137,1514.680054,3160.189941
06/02/13,2013,,,,,,,,,,
01/03/13,2013,141.9978638,13.71673965,23.90399551,16.74711037,13.32450008,,397.4924927,43.52000046,1569.189941,3267.52002
01/04/13,2013,134.8347626,13.72045708,27.65544701,16.82282448,12.69050026,,412.6976929,45.08000183,1597.569946,3328.790039
01/05/13,2013,138.4828491,13.93582344,29.15936852,17.23456764,13.46000004,,436.046051,42.90999985,1630.73999,3455.909912
08/05/13,2013,,,,,,,,,,
01/06/13,2013,127.8219147,12.36863804,29.06094933,17.78356743,13.88449955,,440.6256409,45.56000137,1606.280029,3403.25
01/07/13,2013,130.4504089,14.11540127,26.7892437,19.14258766,15.06099987,,444.3193054,47.27999878,1685.72998,3626.370117
01/08/13,2013,121.9093857,15.19745922,28.10177422,19.695158,14.04899979,,423.8738708,45.75,1632.969971,3589.870117
07/08/13,2013,,,,,,,,,,
01/09/13,2013,124.4747849,14.96906567,28.19812775,20.30693436,15.63199997,,438.3934021,51.93999863,1681.550049,3771.47998
01/10/13,2013,120.4619217,16.41180992,30.00287056,19.72601891,18.20149994,,515.8057861,54.22000122,1756.540039,3919.709961
01/11/13,2013,120.7777863,17.45956802,32.30753708,22.58371353,19.68099976,,530.3253174,56.77999878,1805.810059,4059.889893
06/11/13,2013,,,,,,,,,,
01/12/13,2013,126.7584229,17.71782684,31.93785667,24.151474,19.93950081,,560.9158936,59.88000107,1848.359985,4176.589844
01/01/14,2014,119.3990631,15.80967903,32.30496979,21.63452339,17.93449974,,591.0760498,59.18999863,1782.589966,4103.879883
01/02/14,2014,125.1365509,16.61942482,32.70622635,21.91367722,18.10499954,,608.4334106,68.62999725,1859.449951,4308.120117
06/02/14,2014,,,,,,,,,,
01/03/14,2014,130.7964478,17.05249977,35.25661469,22.53180695,16.81850052,,557.8128052,65.73999786,1872.339966,4198.990234
01/04/14,2014,133.5009155,18.7474556,34.74913406,24.24653816,15.20650005,,534.8800049,61.68999863,1883.949951,4114.560059
01/05/14,2014,125.2721558,20.1107254,35.21359634,24.76796913,15.62749958,,571.6500244,64.54000092,1923.569946,4242.620117
07/05/14,2014,,,,,,,,,,
01/06/14,2014,123.8896332,20.78246117,36.120327,24.94846535,16.23900032,,584.6699829,72.36000061,1960.22998,4408.180176
01/07/14,2014,130.9976196,21.37957001,37.38497543,26.72607422,15.64949989,,579.5499878,69.25,1930.670044,4369.77002
01/08/14,2014,131.4281464,22.92265129,39.35124207,27.8346405,16.95199966,,582.3599854,71.90000153,2003.369995,4580.27002
06/08/14,2014,,,,,,,,,,
01/09/14,2014,130.5072937,22.64336014,40.40761948,26.66560936,16.12199974,,588.4099731,69.19000244,1972.290039,4493.390137
01/10/14,2014,113.0242691,24.27278709,40.92185974,26.89417267,15.27299976,,567.8699951,70.12000275,2018.050049,4630.740234
01/11/14,2014,111.4911728,26.72928429,41.67144012,28.27128029,16.93199921,,549.0800171,73.68000031,2067.560059,4791.629883
06/11/14,2014,,,,,,,,,,
01/12/14,2014,111.0567245,24.91525078,40.74142075,28.06876945,15.51749992,,530.6599731,72.69999695,2058.899902,4736.049805
01/01/15,2015,106.1213226,26.44566154,35.43494034,26.79075813,17.72649956,,537.5499878,70.12999725,1994.98999,4635.240234
01/02/15,2015,112.0950546,28.99632263,38.46093369,27.76719475,19.00799942,,562.6300049,79.09999847,2104.5,4963.529785
06/02/15,2015,,,,,,,,,,
01/03/15,2015,111.877594,28.19750977,35.91679001,26.13981628,18.60499954,,554.7000122,73.94000244,2067.889893,4900.879883
01/04/15,2015,119.3988266,28.36066818,42.96587372,23.5215416,21.0890007,,548.7700195,76.05999756,2085.51001,4941.419922
01/05/15,2015,118.2556305,29.52319527,41.39352036,23.35791588,21.46150017,,545.3200073,79.08999634,2107.389893,5070.029785
06/05/15,2015,,,,,,,,,,
01/06/15,2015,114.2413025,28.54285049,39.25310898,21.76254272,21.7045002,,540.039978,81.01000214,2063.110107,4986.870117
01/07/15,2015,113.7707214,27.60302734,41.52028656,22.68399239,26.80750084,,657.5,81.98999786,2103.840088,5128.279785
01/08/15,2015,103.8678436,25.65966797,38.69298935,20.93431854,25.64450073,,647.8200073,78.56999969,1972.180054,4776.509766
06/08/15,2015,,,,,,,,,,
01/09/15,2015,102.6622696,25.21348,39.61040497,20.02860832,25.59449959,,638.3699951,82.22000122,1920.030029,4620.160156
01/10/15,2015,99.19936371,27.31651497,47.11008072,19.46390152,31.29500008,,737.3900146,88.66000366,2079.360107,5053.75
01/11/15,2015,98.73195648,27.04220009,48.64043045,21.86839294,33.24000168,,762.8499756,91.45999908,2080.409912,5108.669922
06/11/15,2015,,,,,,,,,,
01/12/15,2015,98.3714447,24.16438103,49.98638916,22.03421974,33.79449844,,778.0100098,93.94000244,2043.939941,5007.410156
01/01/16,2016,89.20050812,22.34619713,49.6350174,20.34383965,29.35000038,,761.3499756,89.12999725,1940.23999,4613.950195
01/02/16,2016,93.66086578,22.19698524,45.84188843,20.05171967,27.62599945,,717.2199707,85.15000153,1932.22998,4557.950195
08/02/16,2016,,,,,,,,,,
01/03/16,2016,109.3629761,25.15644073,50.11842728,23.28587151,29.68199921,,762.9000244,93.80000305,2059.73999,4869.850098
01/04/16,2016,105.3841553,21.6365242,45.25450134,20.1783638,32.97949982,,707.8800049,94.22000122,2065.300049,4775.359863
01/05/16,2016,111.0166321,23.04911041,48.09482574,20.95607948,36.13949966,,748.8499756,99.47000122,2096.949951,4948.049805
06/05/16,2016,,,,,,,,,,
01/06/16,2016,110.658989,22.20018196,46.75897217,19.94715309,35.78099823,,703.5300293,95.79000092,2098.860107,4842.669922
01/07/16,2016,117.1040192,24.19960022,51.79398727,21.83982849,37.94049835,,791.3400269,97.86000061,2173.600098,5162.129883
01/08/16,2016,115.8354111,24.63849068,52.50675201,20.88565826,38.45800018,,789.8499756,102.3099976,2170.949951,5213.220215
08/08/16,2016,,,,,,,,,,
01/09/16,2016,116.8138123,26.39462852,52.96271896,21.4793663,41.8655014,13.32145023,804.0599976,108.5400009,2168.27002,5312
01/10/16,2016,113.0192871,26.5090332,55.09594727,20.87839508,39.49100113,13.68096161,809.9000244,107.5100021,2126.149902,5189.140137
01/11/16,2016,119.2920074,25.803936,55.40858841,19.98085976,37.5284996,14.92671204,775.8800049,102.8099976,2198.810059,5323.680176
08/11/16,2016,,,,,,,,,,
01/12/16,2016,123.17173,27.18019867,57.52321243,18.65592957,37.49349976,15.31966782,792.4500122,102.9499969,2238.830078,5383.120117
01/01/17,2017,129.5013428,28.47795868,59.84672928,22.67072487,41.17399979,17.55477142,820.1900024,113.3799973,2278.870117,5614.790039
01/02/17,2017,133.4341736,32.14829254,59.22650909,24.3391304,42.2519989,17.6941185,844.9299927,118.3399963,2363.639893,5825.439941
08/02/17,2017,,,,,,,,,,
01/03/17,2017,130.2411194,33.85976028,61.33644485,24.0119915,44.32699966,17.8585453,847.7999878,130.1300049,2362.719971,5911.740234
01/04/17,2017,119.8825378,33.85739517,63.75787354,23.72492027,46.24950027,18.70298195,924.5200195,133.7400055,2384.199951,6047.609863
01/05/17,2017,114.1535416,36.00456238,65.04309082,23.3289566,49.73099899,19.33839798,987.0900269,141.8600006,2411.800049,6198.52002
08/05/17,2017,,,,,,,,,,
01/06/17,2017,116.174942,34.0847168,64.56354523,23.70017242,48.40000153,17.03083229,929.6799927,141.4400024,2423.409912,6140.419922
01/07/17,2017,109.2571487,35.19940948,68.09472656,25.52069473,49.38899994,17.91149712,945.5,146.4900055,2470.300049,6348.120117
01/08/17,2017,108.0186081,38.8133049,70.03360748,26.85206223,49.02999878,20.88234711,955.2399902,155.1600037,2471.649902,6428.660156
08/08/17,2017,,,,,,,,,,
01/09/17,2017,110.7244186,36.61828613,70.14307404,27.70080757,48.06750107,21.51776314,973.7199707,149.1799927,2519.360107,6495.959961
01/10/17,2017,117.5779266,40.16321182,78.32596588,25.40823364,55.26399994,23.06728935,1033.040039,175.1600037,2575.26001,6727.669922
01/11/17,2017,117.5092392,40.83085632,79.2582016,24.86334991,58.83750153,21.8048172,1036.170044,181.4700012,2647.580078,6873.970215
09/11/17,2017,,,,,,,,,,
01/12/17,2017,118.2598114,40.35289383,80.95279694,24.43583107,58.4734993,22.65203857,1053.400024,175.2400055,2673.610107,6903.390137
01/01/18,2018,126.1839066,39.92369461,89.91493225,28.85515976,72.54450226,19.98217392,1182.219971,199.7599945,2823.810059,7411.47998
01/02/18,2018,120.1175156,42.47271347,88.74141693,25.63400459,75.62249756,20.70398521,1103.920044,209.1300049,2713.830078,7273.009766
08/02/18,2018,,,,,,,,,,
01/03/18,2018,119.4319763,40.1702652,86.78122711,24.33201027,72.36699677,20.40299797,1037.140015,216.0800018,2640.870117,7063.450195
01/04/18,2018,112.8388062,39.56691742,88.92057037,26.82056999,78.3065033,20.00168228,1018.580017,221.6000061,2648.050049,7066.27002
01/05/18,2018,109.9976044,44.74083328,93.97891998,23.17910957,81.48100281,22.47924995,1100,249.2799988,2705.27002,7442.120117
09/05/18,2018,,,,,,,,,,
01/06/18,2018,109.9515305,44.490345,94.16664124,20.46720886,84.98999786,23.57172012,1129.189941,243.8099976,2718.370117,7510.299805
01/07/18,2018,114.0678177,45.7353363,101.3000412,22.37545013,88.87200165,25.78452873,1227.219971,244.6799927,2816.290039,7671.790039
01/08/18,2018,115.2877197,54.70984268,107.2684097,24.00385284,100.635498,26.80175209,1231.800049,263.5100098,2901.52002,8109.540039
09/08/18,2018,,,,,,,,,,
01/09/18,2018,120.2962646,54.44586563,109.6367874,23.24565315,100.1500015,27.06650925,1207.079956,269.9500122,2913.97998,8046.350098
01/10/18,2018,91.83122253,52.78649139,102.3896637,24.23604774,79.90049744,25.19091606,1090.579956,245.7599945,2711.73999,7305.899902
01/11/18,2018,98.86396027,43.07142639,106.3008041,23.40991783,84.50849915,29.39637184,1109.650024,250.8899994,2760.169922,7330.540039
08/11/18,2018,,,,,,,,,,
01/12/18,2018,91.58279419,38.17780685,97.78714752,17.18350601,75.09850311,24.59708595,1044.959961,226.2400055,2506.850098,6635.279785
01/01/19,2018,108.3008652,40.28346252,100.5406265,24.8473568,85.93650055,24.45615959,1125.890015,247.8200073,2704.100098,7281.740234
01/02/19,2019,111.2899704,41.90748596,107.8575897,27.21670723,81.99150085,28.09513664,1126.550049,262.5,2784.48999,7532.529785
07/02/19,2019,,,,,,,,,,
01/03/19,2019,115.0074081,46.17075729,114.0324097,28.16797256,89.03749847,29.53965569,1176.890015,266.4899902,2834.399902,7729.319824
01/04/19,2019,114.3309021,48.77644348,126.2729645,29.61660385,96.3259964,33.92857742,1198.959961,289.25,2945.830078,8095.390137
01/05/19,2019,103.5066833,42.5539093,119.582222,27.17518806,88.75350189,29.97250938,1106.5,270.8999939,2752.060059,7453.149902
09/05/19,2019,,,,,,,,,,
01/06/19,2019,113.7343369,48.29327011,130.0010834,31.43656349,94.6815033,25.56848907,1082.800049,294.6499939,2941.76001,8006.240234
01/07/19,2019,122.2623138,51.98261261,132.2428131,28.7012558,93.33899689,29.06150627,1218.199951,298.8599854,2980.379883,8175.419922
01/08/19,2019,111.7796402,50.9333992,133.7857971,25.92054558,88.8144989,25.93590736,1190.530029,284.5100098,2926.459961,7962.879883
08/08/19,2019,,,,,,,,,,
01/09/19,2019,121.349678,54.8572197,135.3705139,26.74313164,86.79550171,26.1020031,1221.140015,276.25,2976.73999,7999.339844
01/10/19,2019,111.594635,60.92905426,139.5962524,30.58913803,88.83300018,26.62041855,1258.800049,277.9299927,3037.560059,8292.360352
01/11/19,2019,112.1954727,65.45783997,147.3954468,35.09682083,90.04000092,24.40582848,1304.089966,309.5299988,3140.97998,8665.469727
07/11/19,2019,,,,,,,,,,
01/12/19,2019,113.1744308,72.13994598,154.0715485,33.23965073,92.39199829,25.86544418,1339.390015,329.8099976,3230.780029,8972.599609
01/01/20,2020,121.3560181,76.03622437,166.3132629,32.28398132,100.435997,24.54675484,1432.780029,351.1400146,3225.52002,9150.94043
01/02/20,2020,109.8899765,67.15537262,158.2824097,29.22530556,94.1875,20.36419296,1339.25,345.1199951,2954.219971,8567.370117
07/02/20,2020,,,,,,,,,,
01/03/20,2020,94.63991547,62.61878204,154.5021973,17.19028854,97.48600006,19.90617561,1161.949951,318.2399902,2584.590088,7700.100098
01/04/20,2020,107.1215057,72.3480835,175.5648956,16.60033607,123.6999969,21.48658943,1346.699951,353.6400146,2912.429932,8889.549805
01/05/20,2020,106.5584183,78.29256439,179.5227203,14.41297817,122.1184998,24.98464012,1433.52002,386.6000061,3044.310059,9489.870117
07/05/20,2020,,,,,,,,,,
01/06/20,2020,104.4167404,90.07497406,199.9258881,13.87748146,137.9409943,27.65221977,1418.050049,435.3099976,3100.290039,10058.76953
01/07/20,2020,106.2929001,104.9491959,201.3994598,15.36693764,158.2339935,30.11343765,1487.949951,444.3200073,3271.120117,10745.26953
01/08/20,2020,106.6128006,127.4481964,221.558075,17.40663528,172.5480042,33.25917053,1629.530029,513.3900146,3500.310059,11775.45996
07/08/20,2020,,,,,,,,,,
01/09/20,2020,106.5722275,114.5876236,207.1252747,17.32357025,157.4364929,34.0695076,1465.599976,490.4299927,3363,11167.50977
01/10/20,2020,97.80435181,107.7109909,199.3850403,16.25945854,151.8074951,30.32986259,1616.109985,447.1000061,3269.959961,10911.58984
01/11/20,2020,108.1926651,117.7934418,210.8082733,20.47868729,158.4019928,34.74394989,1754.400024,478.4700012,3621.629883,12198.74023
09/11/20,2020,,,,,,,,,,
01/12/20,2020,111.8586502,131.515976,219.6044769,21.69487,162.8464966,36.8880806,1752.640015,500.1199951,3756.070068,12888.28027
01/01/21,2021,105.8427277,130.7924347,229.0237274,19.89119148,160.3099976,36.68675613,1827.359985,458.769989,3714.23999,13070.69043
01/02/21,2021,105.6827774,120.1871033,229.4384003,24.10021591,154.6464996,40.8038826,2021.910034,459.6700134,3811.149902,13192.34961
09/02/21,2021,,,,,,,,,,
01/03/21,2021,119.9990005,121.2501373,233.32164,22.95573997,154.7039948,44.36736679,2062.52002,475.3699951,3972.889893,13246.87012
01/04/21,2021,127.7612152,130.4915619,249.5612183,23.07062149,173.3710022,49.49113083,2353.5,508.3399963,4181.169922,13962.67969
01/05/21,2021,129.4361115,123.6920166,247.0871887,22.41118813,161.1535034,49.64715576,2356.850098,504.5799866,4204.109863,13748.74023
07/05/21,2021,,,,,,,,,,
01/06/21,2021,133.4773865,136.1819611,268.7058716,22.44941521,172.0079956,50.16557312,2441.790039,585.6400146,4297.5,14503.9502
01/07/21,2021,128.3510132,145.0313873,282.6023865,23.30556107,166.3795013,48.63045883,2694.530029,621.6300049,4395.259766,14672.67969
01/08/21,2021,127.7864609,150.9674988,299.4349365,21.74091148,173.539505,49.05324554,2893.949951,663.7000122,4522.680176,15259.24023
09/08/21,2021,,,,,,,,,,
01/09/21,2021,127.9589996,140.9069824,280.1719666,19.48086166,164.2519989,52.36507034,2673.52002,575.7199707,4307.540039,14448.58008
01/10/21,2021,115.2211151,149.1721954,329.5637817,17.39797211,168.6215057,55.35980225,2960.919922,650.3599854,4605.379883,15498.38965
01/11/21,2021,112.8140869,164.6072388,328.5401611,18.00396919,175.3535004,56.07718658,2837.949951,669.8499756,4567,15537.69043
04/11/21,2021,,,,,,,,,,
09/11/21,2021,,,,,,,,,,
01/12/21,2021,130.4862976,177.0838776,334.8461609,22.12865639,166.7169952,55.77927017,2897.040039,567.0599976,4766.180176,15644.96973
01/01/22,2022,130.3984375,174.3014984,309.6171875,20.85651779,149.5735016,56.41482162,2706.070068,534.2999878,4515.549805,14239.87988
01/02/22,2022,119.6010437,164.6679535,297.4805908,19.47332764,153.5630035,50.60551453,2701.139893,467.6799927,4373.939941,13751.40039
10/02/22,2022,,,,,,,,,,
01/03/22,2022,128.4616852,174.3538361,307.5935669,19.92780495,162.9974976,49.8408699,2781.350098,455.6199951,4530.410156,14220.51953
01/04/22,2022,130.6254425,157.4187012,276.8751221,17.39999962,124.2815018,46.68299103,2282.189941,395.9500122,4131.930176,12334.63965
01/05/22,2022,137.1759796,148.6216278,271.2382507,18.81999969,120.2095032,49.93999863,2275.23999,416.480011,4132.149902,12081.38965
09/05/22,2022,,,,,,,,,,
01/06/22,2022,141.8600006,137.4400024,256.480011,15.81999969,107.4000015,48.93999863,2240.149902,365.6300049,3821.550049,11181.54004
28/06/22,2022,141.8600006,137.4400024,256.480011,15.81999969,107.4000015,48.93999863,2240.149902,365.6300049,3821.550049,11181.54004
